Model,Total_Frames,Total_Time_s,Avg_FPS,Total_Detections,Avg_Confidence
yolov10n.pt,596,13.630138158798218,43.72662940436034,426,0.7764674068336755
yolov10s.pt,596,26.20142674446106,22.74685290280971,418,0.8677746175151122
yolo11n.pt,596,12.40698528289795,48.037455224641796,420,0.8182338371872901
yolo11s.pt,596,25.384692907333374,23.478716176543614,433,0.8557030099506466
yolo26n.pt,596,12.557682275772095,47.46098737900706,406,0.8137613125328947
yolo26s.pt,596,27.117162466049194,21.97870078575495,421,0.8844152342112217
